pool_id,source_scheme_id,group,teams,topsis_score
P0025,S0028,G01,瑞安市、长兴县、海盐县、丽水市,0.611285
P0025,S0028,G02,宁波市、浦江县、安吉县、临海市,0.611285
P0025,S0028,G03,嵊泗县、常山县、文成县、桐庐县,0.611285
P0025,S0028,G04,平湖市、龙港市、宁海县、玉环市,0.611285
P0025,S0028,G05,湖州市、武义县、温岭市、青田县,0.611285
P0025,S0028,G06,绍兴市、乐清市、三门县、景宁畲族自治县,0.611285
P0025,S0028,G07,金华市、龙泉市、苍南县、海宁市,0.611285
P0025,S0028,G08,衢州市、缙云县、永嘉县、磐安县,0.611285
P0025,S0028,G09,舟山市、淳安县、龙游县、慈溪市,0.611285
P0025,S0028,G10,德清县、泰顺县、松阳县、余姚市,0.611285
P0025,S0028,G11,永康市、嵊州市、天台县、嘉善县,0.611285
P0025,S0028,G12,云和县、桐乡市、台州市、平阳县,0.611285
P0025,S0028,G13,庆元县、嘉兴市、义乌市、江山市,0.611285
P0025,S0028,G14,杭州市、开化县、遂昌县、东阳市,0.611285
P0025,S0028,G15,建德市、温州市、兰溪市、新昌县,0.611285
P0025,S0028,G16,象山县、诸暨市、仙居县、岱山县,0.611285
P0026,S0078,G01,余姚市、苍南县、嵊泗县、松阳县,0.610677
P0026,S0078,G02,遂昌县、宁波市、江山市、桐庐县,0.610677
P0026,S0078,G03,温州市、海盐县、磐安县、宁海县,0.610677
P0026,S0078,G04,台州市、兰溪市、龙泉市、瑞安市,0.610677
P0026,S0078,G05,湖州市、嘉善县、缙云县、淳安县,0.610677
P0026,S0078,G06,海宁市、安吉县、杭州市、泰顺县,0.610677
P0026,S0078,G07,诸暨市、青田县、玉环市、永康市,0.610677
P0026,S0078,G08,丽水市、浦江县、三门县、乐清市,0.610677
P0026,S0078,G09,岱山县、云和县、嘉兴市、龙游县,0.610677
P0026,S0078,G10,绍兴市、义乌市、平阳县、开化县,0.610677
P0026,S0078,G11,舟山市、永嘉县、天台县、平湖市,0.610677
P0026,S0078,G12,桐乡市、慈溪市、长兴县、建德市,0.610677
P0026,S0078,G13,庆元县、龙港市、温岭市、衢州市,0.610677
P0026,S0078,G14,金华市、临海市、德清县、文成县,0.610677
P0026,S0078,G15,象山县、嵊州市、东阳市、景宁畲族自治县,0.610677
P0026,S0078,G16,常山县、新昌县、仙居县、武义县,0.610677
P0027,S0020,G01,庆元县、天台县、磐安县、苍南县,0.610529
P0027,S0020,G02,开化县、嘉兴市、长兴县、缙云县,0.610529
P0027,S0020,G03,温州市、遂昌县、仙居县、建德市,0.610529
P0027,S0020,G04,嵊州市、永康市、玉环市、桐乡市,0.610529
P0027,S0020,G05,台州市、景宁畲族自治县、慈溪市、龙港市,0.610529
P0027,S0020,G06,绍兴市、临海市、海宁市、嵊泗县,0.610529
P0027,S0020,G07,金华市、松阳县、三门县、淳安县,0.610529
P0027,S0020,G08,衢州市、平阳县、余姚市、嘉善县,0.610529
P0027,S0020,G09,舟山市、浦江县、温岭市、常山县,0.610529
P0027,S0020,G10,龙游县、平湖市、丽水市、诸暨市,0.610529
P0027,S0020,G11,龙泉市、安吉县、江山市、瑞安市,0.610529
P0027,S0020,G12,云和县、宁波市、武义县、岱山县,0.610529
P0027,S0020,G13,杭州市、泰顺县、德清县、兰溪市,0.610529
P0027,S0020,G14,桐庐县、永嘉县、宁海县、东阳市,0.610529
P0027,S0020,G15,乐清市、湖州市、海盐县、义乌市,0.610529
P0027,S0020,G16,文成县、新昌县、象山县、青田县,0.610529
P0028,S0022,G01,桐庐县、青田县、海盐县、绍兴市,0.610422
P0028,S0022,G02,三门县、缙云县、海宁市、嵊州市,0.610422
P0028,S0022,G03,温州市、宁海县、东阳市、开化县,0.610422
P0028,S0022,G04,宁波市、泰顺县、永康市、景宁畲族自治县,0.610422
P0028,S0022,G05,天台县、义乌市、余姚市、淳安县,0.610422
P0028,S0022,G06,丽水市、温岭市、龙游县、磐安县,0.610422
P0028,S0022,G07,金华市、庆元县、岱山县、江山市,0.610422
P0028,S0022,G08,仙居县、新昌县、龙泉市、浦江县,0.610422
P0028,S0022,G09,松阳县、永嘉县、湖州市、武义县,0.610422
P0028,S0022,G10,龙港市、象山县、衢州市、玉环市,0.610422
P0028,S0022,G11,台州市、遂昌县、嵊泗县、瑞安市,0.610422
P0028,S0022,G12,慈溪市、杭州市、文成县、常山县,0.610422
P0028,S0022,G13,嘉善县、诸暨市、建德市、安吉县,0.610422
P0028,S0022,G14,乐清市、云和县、舟山市、平湖市,0.610422
P0028,S0022,G15,长兴县、桐乡市、兰溪市、平阳县,0.610422
P0028,S0022,G16,苍南县、临海市、德清县、嘉兴市,0.610422
P0029,S0076,G01,浦江县、龙港市、临海市、庆元县,0.606063
P0029,S0076,G02,宁波市、德清县、嘉善县、开化县,0.606063
P0029,S0076,G03,温州市、岱山县、建德市、慈溪市,0.606063
P0029,S0076,G04,江山市、金华市、淳安县、景宁畲族自治县,0.606063
P0029,S0076,G05,龙泉市、义乌市、永嘉县、诸暨市,0.606063
P0029,S0076,G06,杭州市、磐安县、象山县、松阳县,0.606063
P0029,S0076,G07,云和县、桐乡市、玉环市、嵊泗县,0.606063
P0029,S0076,G08,绍兴市、龙游县、三门县、苍南县,0.606063
P0029,S0076,G09,舟山市、天台县、海盐县、宁海县,0.606063
P0029,S0076,G10,台州市、安吉县、缙云县、泰顺县,0.606063
P0029,S0076,G11,丽水市、长兴县、海宁市、永康市,0.606063
P0029,S0076,G12,温岭市、青田县、武义县、常山县,0.606063
P0029,S0076,G13,嵊州市、湖州市、兰溪市、瑞安市,0.606063
P0029,S0076,G14,遂昌县、桐庐县、仙居县、乐清市,0.606063
P0029,S0076,G15,衢州市、文成县、平湖市、新昌县,0.606063
P0029,S0076,G16,余姚市、平阳县、东阳市、嘉兴市,0.606063
P0030,S0024,G01,景宁畲族自治县、平湖市、嵊泗县、临海市,0.605415
P0030,S0024,G02,永康市、诸暨市、玉环市、温州市,0.605415
P0030,S0024,G03,德清县、台州市、新昌县、松阳县,0.605415
P0030,S0024,G04,嘉兴市、东阳市、龙泉市、永嘉县,0.605415
P0030,S0024,G05,瑞安市、天台县、浦江县、余姚市,0.605415
P0030,S0024,G06,绍兴市、开化县、桐庐县、平阳县,0.605415
P0030,S0024,G07,慈溪市、遂昌县、淳安县、苍南县,0.605415
P0030,S0024,G08,衢州市、仙居县、磐安县、长兴县,0.605415
P0030,S0024,G09,云和县、义乌市、三门县、象山县,0.605415
P0030,S0024,G10,桐乡市、嵊州市、龙港市、湖州市,0.605415
P0030,S0024,G11,杭州市、海盐县、庆元县、文成县,0.605415
P0030,S0024,G12,乐清市、建德市、舟山市、嘉善县,0.605415
P0030,S0024,G13,丽水市、宁海县、江山市、海宁市,0.605415
P0030,S0024,G14,兰溪市、青田县、宁波市、常山县,0.605415
P0030,S0024,G15,温岭市、泰顺县、武义县、缙云县,0.605415
P0030,S0024,G16,金华市、龙游县、岱山县、安吉县,0.605415
P0031,S0005,G01,泰顺县、兰溪市、云和县、海宁市,0.604743
P0031,S0005,G02,宁波市、乐清市、仙居县、东阳市,0.604743
P0031,S0005,G03,松阳县、桐乡市、金华市、苍南县,0.604743
P0031,S0005,G04,安吉县、新昌县、温州市、建德市,0.604743
P0031,S0005,G05,湖州市、嵊泗县、青田县、常山县,0.604743
P0031,S0005,G06,天台县、诸暨市、永康市、长兴县,0.604743
P0031,S0005,G07,台州市、瑞安市、平湖市、磐安县,0.604743
P0031,S0005,G08,永嘉县、嵊州市、慈溪市、桐庐县,0.604743
P0031,S0005,G09,庆元县、嘉兴市、临海市、岱山县,0.604743
P0031,S0005,G10,缙云县、嘉善县、衢州市、宁海县,0.604743
P0031,S0005,G11,丽水市、三门县、龙港市、武义县,0.604743
P0031,S0005,G12,舟山市、开化县、遂昌县、余姚市,0.604743
P0031,S0005,G13,景宁畲族自治县、温岭市、象山县、龙游县,0.604743
P0031,S0005,G14,淳安县、龙泉市、平阳县、绍兴市,0.604743
P0031,S0005,G15,德清县、玉环市、义乌市、海盐县,0.604743
P0031,S0005,G16,江山市、文成县、杭州市、浦江县,0.604743
P0032,S0027,G01,安吉县、余姚市、温州市、平湖市,0.603972
P0032,S0027,G02,泰顺县、永康市、岱山县、杭州市,0.603972
P0032,S0027,G03,兰溪市、嵊州市、海宁市、丽水市,0.603972
P0032,S0027,G04,长兴县、缙云县、绍兴市、义乌市,0.603972
P0032,S0027,G05,舟山市、乐清市、诸暨市、桐庐县,0.603972
P0032,S0027,G06,慈溪市、庆元县、临海市、东阳市,0.603972
P0032,S0027,G07,金华市、瑞安市、常山县、玉环市,0.603972
P0032,S0027,G08,武义县、宁海县、天台县、淳安县,0.603972
P0032,S0027,G09,仙居县、开化县、龙泉市、象山县,0.603972
P0032,S0027,G10,台州市、江山市、嘉善县、嵊泗县,0.603972
P0032,S0027,G11,浦江县、海盐县、龙游县、永嘉县,0.603972
P0032,S0027,G12,景宁畲族自治县、湖州市、三门县、新昌县,0.603972
P0032,S0027,G13,平阳县、建德市、青田县、桐乡市,0.603972
P0032,S0027,G14,宁波市、温岭市、苍南县、云和县,0.603972
P0032,S0027,G15,龙港市、衢州市、遂昌县、德清县,0.603972
P0032,S0027,G16,嘉兴市、松阳县、文成县、磐安县,0.603972
P0033,S0080,G01,湖州市、海宁市、桐庐县、苍南县,0.603730
P0033,S0080,G02,缙云县、文成县、磐安县、龙游县,0.603730
P0033,S0080,G03,温州市、建德市、东阳市、嘉善县,0.603730
P0033,S0080,G04,温岭市、义乌市、龙泉市、桐乡市,0.603730
P0033,S0080,G05,嵊州市、淳安县、临海市、金华市,0.603730
P0033,S0080,G06,杭州市、云和县、兰溪市、江山市,0.603730
P0033,S0080,G07,平湖市、泰顺县、宁海县、松阳县,0.603730
P0033,S0080,G08,余姚市、青田县、安吉县、开化县,0.603730
P0033,S0080,G09,德清县、绍兴市、仙居县、浦江县,0.603730
P0033,S0080,G10,象山县、平阳县、岱山县、衢州市,0.603730
P0033,S0080,G11,丽水市、诸暨市、天台县、慈溪市,0.603730
P0033,S0080,G12,瑞安市、嘉兴市、玉环市、新昌县,0.603730
P0033,S0080,G13,嵊泗县、景宁畲族自治县、三门县、永康市,0.603730
P0033,S0080,G14,庆元县、龙港市、海盐县、舟山市,0.603730
P0033,S0080,G15,宁波市、常山县、乐清市、长兴县,0.603730
P0033,S0080,G16,遂昌县、武义县、台州市、永嘉县,0.603730
P0034,S0032,G01,仙居县、新昌县、衢州市、桐庐县,0.602669
P0034,S0032,G02,宁波市、海盐县、庆元县、泰顺县,0.602669
P0034,S0032,G03,玉环市、丽水市、德清县、瑞安市,0.602669
P0034,S0032,G04,诸暨市、江山市、温州市、景宁畲族自治县,0.602669
P0034,S0032,G05,绍兴市、象山县、兰溪市、乐清市,0.602669
P0034,S0032,G06,台州市、东阳市、青田县、常山县,0.602669
P0034,S0032,G07,遂昌县、淳安县、慈溪市、平湖市,0.602669
P0034,S0032,G08,温岭市、缙云县、嘉兴市、苍南县,0.602669
P0034,S0032,G09,龙游县、海宁市、永嘉县、嵊州市,0.602669
P0034,S0032,G10,桐乡市、安吉县、建德市、磐安县,0.602669
P0034,S0032,G11,杭州市、龙港市、松阳县、武义县,0.602669
P0034,S0032,G12,长兴县、天台县、余姚市、浦江县,0.602669
P0034,S0032,G13,舟山市、龙泉市、永康市、嘉善县,0.602669
P0034,S0032,G14,云和县、平阳县、嵊泗县、义乌市,0.602669
P0034,S0032,G15,岱山县、金华市、文成县、临海市,0.602669
P0034,S0032,G16,三门县、宁海县、湖州市、开化县,0.602669
P0035,S0049,G01,余姚市、丽水市、江山市、浦江县,0.600593
P0035,S0049,G02,东阳市、松阳县、瑞安市、桐乡市,0.600593
P0035,S0049,G03,苍南县、德清县、嘉善县、慈溪市,0.600593
P0035,S0049,G04,杭州市、嵊泗县、缙云县、永康市,0.600593
P0035,S0049,G05,新昌县、嘉兴市、建德市、泰顺县,0.600593
P0035,S0049,G06,舟山市、文成县、义乌市、平湖市,0.600593
P0035,S0049,G07,兰溪市、玉环市、湖州市、诸暨市,0.600593
P0035,S0049,G08,龙港市、遂昌县、宁波市、淳安县,0.600593
P0035,S0049,G09,象山县、磐安县、仙居县、平阳县,0.600593
P0035,S0049,G10,三门县、乐清市、青田县、衢州市,0.600593
P0035,S0049,G11,龙泉市、临海市、海宁市、武义县,0.600593
P0035,S0049,G12,绍兴市、云和县、开化县、长兴县,0.600593
P0035,S0049,G13,金华市、桐庐县、景宁畲族自治县、常山县,0.600593
P0035,S0049,G14,庆元县、海盐县、温岭市、龙游县,0.600593
P0035,S0049,G15,台州市、嵊州市、宁海县、永嘉县,0.600593
P0035,S0049,G16,温州市、安吉县、岱山县、天台县,0.600593
P0036,S0082,G01,湖州市、青田县、天台县、平湖市,0.599933
P0036,S0082,G02,嘉兴市、乐清市、云和县、嵊州市,0.599933
P0036,S0082,G03,温州市、桐乡市、龙游县、景宁畲族自治县,0.599933
P0036,S0082,G04,平阳县、金华市、宁海县、三门县,0.599933
P0036,S0082,G05,东阳市、苍南县、慈溪市、温岭市,0.599933
P0036,S0082,G06,安吉县、浦江县、常山县、缙云县,0.599933
P0036,S0082,G07,桐庐县、宁波市、瑞安市、兰溪市,0.599933
P0036,S0082,G08,义乌市、嘉善县、舟山市、余姚市,0.599933
P0036,S0082,G09,江山市、磐安县、杭州市、龙港市,0.599933
P0036,S0082,G10,长兴县、嵊泗县、龙泉市、永嘉县,0.599933
P0036,S0082,G11,遂昌县、诸暨市、海盐县、岱山县,0.599933
P0036,S0082,G12,庆元县、海宁市、台州市、泰顺县,0.599933
P0036,S0082,G13,临海市、武义县、淳安县、绍兴市,0.599933
P0036,S0082,G14,德清县、仙居县、丽水市、象山县,0.599933
P0036,S0082,G15,松阳县、文成县、开化县、建德市,0.599933
P0036,S0082,G16,新昌县、永康市、玉环市、衢州市,0.599933
P0037,S0038,G01,开化县、青田县、仙居县、诸暨市,0.599923
P0037,S0038,G02,宁波市、临海市、平湖市、遂昌县,0.599923
P0037,S0038,G03,新昌县、义乌市、海盐县、平阳县,0.599923
P0037,S0038,G04,嵊州市、文成县、杭州市、兰溪市,0.599923
P0037,S0038,G05,嘉兴市、德清县、云和县、苍南县,0.599923
P0037,S0038,G06,丽水市、磐安县、江山市、安吉县,0.599923
P0037,S0038,G07,金华市、景宁畲族自治县、玉环市、龙游县,0.599923
P0037,S0038,G08,舟山市、泰顺县、龙泉市、东阳市,0.599923
P0037,S0038,G09,温州市、岱山县、天台县、宁海县,0.599923
P0037,S0038,G10,台州市、浦江县、象山县、淳安县,0.599923
P0037,S0038,G11,桐乡市、瑞安市、长兴县、嵊泗县,0.599923
P0037,S0038,G12,建德市、乐清市、庆元县、慈溪市,0.599923
P0037,S0038,G13,海宁市、武义县、余姚市、温岭市,0.599923
P0037,S0038,G14,湖州市、缙云县、桐庐县、常山县,0.599923
P0037,S0038,G15,松阳县、永嘉县、嘉善县、衢州市,0.599923
P0037,S0038,G16,绍兴市、龙港市、三门县、永康市,0.599923
P0038,S0081,G01,云和县、平阳县、海宁市、常山县,0.596729
P0038,S0081,G02,衢州市、泰顺县、宁海县、临海市,0.596729
P0038,S0081,G03,湖州市、桐庐县、永康市、慈溪市,0.596729
P0038,S0081,G04,嘉兴市、青田县、建德市、长兴县,0.596729
P0038,S0081,G05,余姚市、乐清市、淳安县、新昌县,0.596729
P0038,S0081,G06,开化县、龙港市、丽水市、浦江县,0.596729
P0038,S0081,G07,义乌市、三门县、桐乡市、景宁畲族自治县,0.596729
P0038,S0081,G08,舟山市、庆元县、永嘉县、江山市,0.596729
P0038,S0081,G09,金华市、嵊州市、平湖市、龙游县,0.596729
P0038,S0081,G10,玉环市、龙泉市、温州市、海盐县,0.596729
P0038,S0081,G11,兰溪市、松阳县、台州市、德清县,0.596729
P0038,S0081,G12,嵊泗县、绍兴市、象山县、武义县,0.596729
P0038,S0081,G13,安吉县、嘉善县、岱山县、诸暨市,0.596729
P0038,S0081,G14,东阳市、仙居县、缙云县、瑞安市,0.596729
P0038,S0081,G15,遂昌县、文成县、天台县、宁波市,0.596729
P0038,S0081,G16,苍南县、磐安县、温岭市、杭州市,0.596729
P0039,S0098,G01,松阳县、海盐县、平阳县、慈溪市,0.596179
P0039,S0098,G02,青田县、诸暨市、金华市、建德市,0.596179
P0039,S0098,G03,苍南县、玉环市、德清县、嘉兴市,0.596179
P0039,S0098,G04,平湖市、温岭市、宁海县、义乌市,0.596179
P0039,S0098,G05,新昌县、庆元县、武义县、文成县,0.596179
P0039,S0098,G06,绍兴市、淳安县、安吉县、东阳市,0.596179
P0039,S0098,G07,泰顺县、缙云县、衢州市、兰溪市,0.596179
P0039,S0098,G08,嘉善县、龙港市、岱山县、杭州市,0.596179
P0039,S0098,G09,舟山市、磐安县、桐乡市、象山县,0.596179
P0039,S0098,G10,台州市、长兴县、开化县、海宁市,0.596179
P0039,S0098,G11,丽水市、浦江县、常山县、桐庐县,0.596179
P0039,S0098,G12,遂昌县、余姚市、江山市、温州市,0.596179
P0039,S0098,G13,天台县、永嘉县、嵊泗县、龙游县,0.596179
P0039,S0098,G14,三门县、瑞安市、景宁畲族自治县、宁波市,0.596179
P0039,S0098,G15,云和县、乐清市、嵊州市、临海市,0.596179
P0039,S0098,G16,龙泉市、仙居县、湖州市、永康市,0.596179
P0040,S0156,G01,苍南县、嘉善县、景宁畲族自治县、杭州市,0.595938
P0040,S0156,G02,泰顺县、台州市、江山市、缙云县,0.595938
P0040,S0156,G03,绍兴市、遂昌县、乐清市、东阳市,0.595938
P0040,S0156,G04,天台县、诸暨市、宁海县、桐庐县,0.595938
P0040,S0156,G05,龙游县、永康市、新昌县、安吉县,0.595938
P0040,S0156,G06,温州市、三门县、平湖市、常山县,0.595938
P0040,S0156,G07,玉环市、龙泉市、永嘉县、桐乡市,0.595938
P0040,S0156,G08,岱山县、宁波市、德清县、青田县,0.595938
P0040,S0156,G09,兰溪市、开化县、长兴县、慈溪市,0.595938
P0040,S0156,G10,金华市、嵊州市、庆元县、海盐县,0.595938
P0040,S0156,G11,嵊泗县、平阳县、嘉兴市、象山县,0.595938
P0040,S0156,G12,松阳县、龙港市、武义县、衢州市,0.595938
P0040,S0156,G13,义乌市、温岭市、建德市、舟山市,0.595938
P0040,S0156,G14,云和县、磐安县、文成县、淳安县,0.595938
P0040,S0156,G15,湖州市、海宁市、临海市、浦江县,0.595938
P0040,S0156,G16,仙居县、余姚市、丽水市、瑞安市,0.595938
P0041,S0136,G01,台州市、海盐县、缙云县、江山市,0.595736
P0041,S0136,G02,宁波市、兰溪市、龙泉市、龙港市,0.595736
P0041,S0136,G03,衢州市、东阳市、松阳县、安吉县,0.595736
P0041,S0136,G04,金华市、龙游县、嵊州市、庆元县,0.595736
P0041,S0136,G05,开化县、浦江县、岱山县、苍南县,0.595736
P0041,S0136,G06,诸暨市、湖州市、海宁市、瑞安市,0.595736
P0041,S0136,G07,三门县、余姚市、嵊泗县、泰顺县,0.595736
P0041,S0136,G08,温州市、青田县、桐庐县、新昌县,0.595736
P0041,S0136,G09,慈溪市、平湖市、长兴县、常山县,0.595736
P0041,S0136,G10,绍兴市、文成县、宁海县、建德市,0.595736
P0041,S0136,G11,义乌市、嘉善县、丽水市、永嘉县,0.595736
P0041,S0136,G12,永康市、乐清市、德清县、仙居县,0.595736
P0041,S0136,G13,桐乡市、平阳县、玉环市、象山县,0.595736
P0041,S0136,G14,临海市、遂昌县、嘉兴市、淳安县,0.595736
P0041,S0136,G15,云和县、杭州市、武义县、温岭市,0.595736
P0041,S0136,G16,舟山市、天台县、景宁畲族自治县、磐安县,0.595736
P0042,S0067,G01,磐安县、嵊泗县、江山市、桐乡市,0.594545
P0042,S0067,G02,绍兴市、嘉善县、浦江县、云和县,0.594545
P0042,S0067,G03,温州市、青田县、新昌县、临海市,0.594545
P0042,S0067,G04,长兴县、宁波市、庆元县、龙港市,0.594545
P0042,S0067,G05,湖州市、义乌市、缙云县、海宁市,0.594545
P0042,S0067,G06,杭州市、景宁畲族自治县、海盐县、诸暨市,0.594545
P0042,S0067,G07,丽水市、龙游县、平湖市、温岭市,0.594545
P0042,S0067,G08,舟山市、东阳市、安吉县、仙居县,0.594545
P0042,S0067,G09,龙泉市、开化县、台州市、乐清市,0.594545
P0042,S0067,G10,象山县、天台县、建德市、文成县,0.594545
P0042,S0067,G11,永康市、瑞安市、宁海县、桐庐县,0.594545
P0042,S0067,G12,嵊州市、淳安县、三门县、嘉兴市,0.594545
P0042,S0067,G13,苍南县、兰溪市、遂昌县、德清县,0.594545
P0042,S0067,G14,武义县、松阳县、衢州市、永嘉县,0.594545
P0042,S0067,G15,平阳县、金华市、常山县、余姚市,0.594545
P0042,S0067,G16,泰顺县、玉环市、慈溪市、岱山县,0.594545
P0043,S0152,G01,杭州市、宁海县、海盐县、泰顺县,0.594124
P0043,S0152,G02,嵊泗县、磐安县、龙港市、缙云县,0.594124
P0043,S0152,G03,云和县、宁波市、龙游县、嵊州市,0.594124
P0043,S0152,G04,诸暨市、乐清市、慈溪市、玉环市,0.594124
P0043,S0152,G05,湖州市、天台县、永康市、桐庐县,0.594124
P0043,S0152,G06,金华市、平湖市、淳安县、德清县,0.594124
P0043,S0152,G07,丽水市、新昌县、苍南县、开化县,0.594124
P0043,S0152,G08,嘉善县、岱山县、兰溪市、衢州市,0.594124
P0043,S0152,G09,嘉兴市、长兴县、景宁畲族自治县、温岭市,0.594124
P0043,S0152,G10,台州市、安吉县、平阳县、海宁市,0.594124
P0043,S0152,G11,舟山市、象山县、仙居县、龙泉市,0.594124
P0043,S0152,G12,江山市、浦江县、温州市、余姚市,0.594124
P0043,S0152,G13,永嘉县、绍兴市、义乌市、青田县,0.594124
P0043,S0152,G14,文成县、松阳县、东阳市、常山县,0.594124
P0043,S0152,G15,武义县、庆元县、三门县、瑞安市,0.594124
P0043,S0152,G16,临海市、建德市、桐乡市、遂昌县,0.594124
P0044,S0122,G01,绍兴市、淳安县、海盐县、安吉县,0.594053
P0044,S0122,G02,湖州市、磐安县、天台县、松阳县,0.594053
P0044,S0122,G03,温州市、景宁畲族自治县、诸暨市、义乌市,0.594053
P0044,S0122,G04,龙港市、兰溪市、丽水市、临海市,0.594053
P0044,S0122,G05,温岭市、遂昌县、瑞安市、舟山市,0.594053
P0044,S0122,G06,嘉兴市、庆元县、龙游县、建德市,0.594053
P0044,S0122,G07,玉环市、青田县、东阳市、江山市,0.594053
P0044,S0122,G08,衢州市、永康市、象山县、苍南县,0.594053
P0044,S0122,G09,桐庐县、文成县、三门县、龙泉市,0.594053
P0044,S0122,G10,台州市、武义县、嘉善县、常山县,0.594053
P0044,S0122,G11,嵊州市、桐乡市、平阳县、仙居县,0.594053
P0044,S0122,G12,浦江县、乐清市、余姚市、缙云县,0.594053
P0044,S0122,G13,慈溪市、海宁市、岱山县、开化县,0.594053
P0044,S0122,G14,宁波市、永嘉县、新昌县、德清县,0.594053
P0044,S0122,G15,长兴县、平湖市、嵊泗县、金华市,0.594053
P0044,S0122,G16,云和县、杭州市、泰顺县、宁海县,0.594053
P0045,S0019,G01,乐清市、慈溪市、兰溪市、诸暨市,0.593756
P0045,S0019,G02,杭州市、江山市、仙居县、云和县,0.593756
P0045,S0019,G03,安吉县、常山县、海宁市、嵊泗县,0.593756
P0045,S0019,G04,新昌县、长兴县、建德市、文成县,0.593756
P0045,S0019,G05,永康市、临海市、平湖市、余姚市,0.593756
P0045,S0019,G06,台州市、德清县、义乌市、瑞安市,0.593756
P0045,S0019,G07,岱山县、缙云县、嘉兴市、开化县,0.593756
P0045,S0019,G08,温州市、庆元县、嵊州市、海盐县,0.593756
P0045,S0019,G09,东阳市、宁波市、青田县、苍南县,0.593756
P0045,S0019,G10,湖州市、龙泉市、桐乡市、龙港市,0.593756
P0045,S0019,G11,丽水市、天台县、武义县、嘉善县,0.593756
P0045,S0019,G12,松阳县、象山县、温岭市、金华市,0.593756
P0045,S0019,G13,宁海县、景宁畲族自治县、永嘉县、淳安县,0.593756
P0045,S0019,G14,桐庐县、磐安县、遂昌县、舟山市,0.593756
P0045,S0019,G15,三门县、泰顺县、绍兴市、龙游县,0.593756
P0045,S0019,G16,平阳县、衢州市、玉环市、浦江县,0.593756
P0046,S0048,G01,杭州市、宁海县、云和县、东阳市,0.593563
P0046,S0048,G02,温岭市、龙港市、永康市、嘉兴市,0.593563
P0046,S0048,G03,桐乡市、淳安县、德清县、嵊泗县,0.593563
P0046,S0048,G04,磐安县、诸暨市、宁波市、仙居县,0.593563
P0046,S0048,G05,临海市、常山县、青田县、浦江县,0.593563
P0046,S0048,G06,绍兴市、瑞安市、海盐县、长兴县,0.593563
P0046,S0048,G07,台州市、龙泉市、武义县、安吉县,0.593563
P0046,S0048,G08,开化县、永嘉县、嘉善县、三门县,0.593563
P0046,S0048,G09,湖州市、兰溪市、龙游县、建德市,0.593563
P0046,S0048,G10,金华市、苍南县、玉环市、象山县,0.593563
P0046,S0048,G11,丽水市、平阳县、义乌市、平湖市,0.593563
P0046,S0048,G12,泰顺县、衢州市、松阳县、慈溪市,0.593563
P0046,S0048,G13,江山市、缙云县、嵊州市、温州市,0.593563
P0046,S0048,G14,庆元县、余姚市、桐庐县、海宁市,0.593563
P0046,S0048,G15,新昌县、文成县、舟山市、遂昌县,0.593563
P0046,S0048,G16,乐清市、景宁畲族自治县、天台县、岱山县,0.593563
P0047,S0042,G01,建德市、龙泉市、舟山市、嘉善县,0.593427
P0047,S0042,G02,宁波市、桐庐县、武义县、青田县,0.593427
P0047,S0042,G03,杭州市、常山县、东阳市、平湖市,0.593427
P0047,S0042,G04,嘉兴市、文成县、象山县、龙游县,0.593427
P0047,S0042,G05,永康市、岱山县、庆元县、慈溪市,0.593427
P0047,S0042,G06,绍兴市、义乌市、江山市、龙港市,0.593427
P0047,S0042,G07,景宁畲族自治县、德清县、桐乡市、仙居县,0.593427
P0047,S0042,G08,浦江县、遂昌县、天台县、余姚市,0.593427
P0047,S0042,G09,宁海县、三门县、长兴县、嵊泗县,0.593427
P0047,S0042,G10,湖州市、永嘉县、嵊州市、海盐县,0.593427
P0047,S0042,G11,丽水市、海宁市、瑞安市、淳安县,0.593427
P0047,S0042,G12,松阳县、临海市、诸暨市、泰顺县,0.593427
P0047,S0042,G13,台州市、安吉县、苍南县、新昌县,0.593427
P0047,S0042,G14,兰溪市、乐清市、玉环市、衢州市,0.593427
P0047,S0042,G15,云和县、磐安县、温岭市、温州市,0.593427
P0047,S0042,G16,缙云县、开化县、金华市、平阳县,0.593427
P0048,S0037,G01,庆元县、临海市、嵊泗县、平阳县,0.590395
P0048,S0037,G02,宁波市、建德市、泰顺县、玉环市,0.590395
P0048,S0037,G03,淳安县、永嘉县、新昌县、天台县,0.590395
P0048,S0037,G04,衢州市、遂昌县、瑞安市、三门县,0.590395
P0048,S0037,G05,杭州市、永康市、云和县、余姚市,0.590395
P0048,S0037,G06,舟山市、龙港市、浦江县、海盐县,0.590395
P0048,S0037,G07,金华市、嘉善县、景宁畲族自治县、仙居县,0.590395
P0048,S0037,G08,海宁市、诸暨市、开化县、东阳市,0.590395
P0048,S0037,G09,温岭市、长兴县、嘉兴市、青田县,0.590395
P0048,S0037,G10,台州市、武义县、龙游县、松阳县,0.590395
P0048,S0037,G11,岱山县、缙云县、常山县、湖州市,0.590395
P0048,S0037,G12,义乌市、慈溪市、嵊州市、文成县,0.590395
P0048,S0037,G13,绍兴市、德清县、桐庐县、江山市,0.590395
P0048,S0037,G14,象山县、平湖市、乐清市、龙泉市,0.590395
P0048,S0037,G15,兰溪市、温州市、桐乡市、安吉县,0.590395
P0048,S0037,G16,丽水市、磐安县、苍南县、宁海县,0.590395
